,pdbid,-logKd/Ki,resolution
970,4wkt,3.26,1.78
971,5yas,3.26,2.2
972,1axr,3.27,2.3
973,3ioe,3.27,1.95
974,4jbl,3.27,2
975,5jzs,3.27,2.27
976,5kdf,3.27,2.45
977,1bcu,3.28,2
978,1g9t,3.28,2.8
979,1x07,3.28,2.2
980,2xgs,3.28,2.39
981,3d52,3.28,1.6
982,3ms4,3.28,2.07
983,3tfu,3.28,1.94
984,3zsx,3.28,1.95
985,4eh7,3.28,2.1
986,4fl1,3.28,1.79
987,4yv0,3.28,1.95
988,5moe,3.28,1.89
989,5odu,3.28,1.56
990,5yf1,3.28,2.4
991,5z4o,3.28,1.73
992,1ax1,3.29,1.95
993,4f20,3.29,2.5
994,5duw,3.29,1.7
995,6ibk,3.29,1.99
996,1d7j,3.3,1.85
997,1k9r,3.3,NMR
998,1lt6,3.3,2.2
999,1o4e,3.3,2
1000,1phw,3.3,2.36
1001,1tpw,3.3,1.9
1002,1zd2,3.3,3
1003,1zd3,3.3,2.3
1004,2aq7,3.3,2.3
1005,2aqb,3.3,2.19
1006,2hd1,3.3,2.23
1007,2uxx,3.3,2.74
1008,2vw2,3.3,1.7
1009,2w0s,3.3,2.92
1010,2xml,3.3,2.55
1011,3aaq,3.3,2
1012,3avg,3.3,1.7
1013,3avh,3.3,1.88
1014,3avi,3.3,1.7
1015,3avj,3.3,1.7
1016,3avk,3.3,1.75
1017,3avm,3.3,1.88
1018,3avn,3.3,2.1
1019,3ch9,3.3,2.2
1020,3gv6,3.3,1.76
1021,3h2c,3.3,2.6
1022,3hcm,3.3,2
1023,3i90,3.3,2
1024,3i91,3.3,1.55
1025,3l7g,3.3,2.7
1026,3n1v,3.3,2.18
1027,3n1w,3.3,2.56
1028,3n3l,3.3,2.74
1029,3n45,3.3,1.88
1030,4b6f,3.3,2.89
1031,4ddh,3.3,2.07
1032,4gj8,3.3,2.5
1033,4gj9,3.3,2.6
1034,4j58,3.3,1.28
1035,4jss,3.3,1.5
1036,4mrw,3.3,1.96
1037,4msa,3.3,1.62
1038,4np3,3.3,1.61
1039,4ojq,3.3,2.25
1040,4oue,3.3,2.35
1041,4tz8,3.3,2.15
1042,4u6e,3.3,1.9
1043,4ucr,3.3,2.15
1044,4x13,3.3,2
1045,5ejw,3.3,2.6
1046,5g45,3.3,2.07
1047,5ggp,3.3,1.6
1048,5l96,3.3,2.15
1049,5mgg,3.3,2.1
1050,5mgl,3.3,2.65
1051,5mgm,3.3,2.8
1052,5mt0,3.3,1.29
1053,5mt4,3.3,1.65
1054,5oul,3.3,1.34
1055,5v19,3.3,3.1
1056,5vdo,3.3,3.22
1057,5vdr,3.3,3.04
1058,5vds,3.3,2.77
1059,6bsx,3.3,1.65
1060,6hov,3.3,1.85
1061,1i2s,3.31,1.7
1062,1pzp,3.31,1.45
1063,3msc,3.31,1.95
1064,4kc2,3.31,1.7
1065,5c7a,3.31,2.36
1066,5fe7,3.31,2.08
1067,5l98,3.31,2.26
1068,5os1,3.31,1.9
1069,1pzo,3.32,1.9
1070,2wk6,3.32,2.5
1071,4a4e,3.32,NMR
1072,4cjp,3.32,2
1073,4i7j,3.32,1.67
1074,5gmu,3.32,1.8
1075,5l99,3.32,2
1076,5tg4,3.32,1.44
1077,6dlx,3.32,1.85
1078,6efj,3.32,1.65
1079,6mey,3.32,1.42
1080,6oh3,3.32,2.75
1081,6pg3,3.32,2.04
1082,6phx,3.32,2
1083,188l,3.33,1.8
1084,1jlr,3.33,2.45
1085,2a3b,3.33,1.9
1086,2pnc,3.33,2.4
1087,4ab9,3.33,1.2
1088,4b0b,3.33,1.9
1089,4b5t,3.33,1.92
1090,4b5w,3.33,1.79
1091,4k2y,3.33,2.3
1092,4pd9,3.33,3.1
1093,6mv3,3.33,NMR
1094,6sy7,3.33,2.75
1095,2xoi,3.34,1.72
1096,3f33,3.34,1.7
1097,3ry8,3.34,1.4
1098,4b32,3.34,1.5
1099,4bt4,3.34,1.6
1100,4cp5,3.34,2.32
1101,4gwk,3.34,1.53
1102,4yuy,3.34,1.58
1103,5ehi,3.34,1.3
1104,2qcm,3.35,1.67
1105,3c2o,3.35,2.3
1106,3pwk,3.35,1.5
1107,3zxe,3.35,1.67
1108,4gnf,3.35,1.55
1109,4joh,3.35,1.47
1110,4lkq,3.35,1.62
1111,4u7o,3.35,2.4
1112,4ucu,3.35,2.1
1113,4wet,3.35,1.63
1114,5wxp,3.35,1.75
1115,5ze6,3.35,2.5
1116,6mmo,3.35,1.86
1117,6q6f,3.35,3.3
1118,1ahy,3.36,2.3
1119,2ha7,3.36,2.66
1120,2pvv,3.36,2.11
1121,2vc7,3.36,2.05
1122,3av9,3.36,1.7
1123,3zzh,3.36,2.1
1124,4cj4,3.36,1.8
1125,4wyp,3.36,1.5
1126,5orz,3.36,1.92
1127,6gj5,3.36,1.5
1128,6gxw,3.36,2.07
1129,187l,3.37,1.8
1130,1tnh,3.37,1.8
1131,1v2u,3.37,1.8
1132,1v2v,3.37,1.8
1133,2c6g,3.37,2.2
1134,2n8t,3.37,NMR
1135,3d8z,3.37,1.98
1136,3n35,3.37,2
1137,4b33,3.37,1.5
1138,4mrd,3.37,2.55
1139,6mnv,3.37,1.65
1140,1z34,3.38,2.4
1141,2fzg,3.38,2.25
1142,3a73,3.38,2.19
1143,3tay,3.38,1.85
1144,3w07,3.38,1.03
1145,4qll,3.38,1.85
1146,5l8o,3.38,2.39
1147,1toj,3.39,1.9
1148,2j9h,3.39,2.4
1149,3mrx,3.39,1.95
1150,4ipn,3.39,2.41
1151,4lhm,3.39,1.52
1152,4ms0,3.39,1.79
1153,5jzb,3.39,2.1
1154,5lsh,3.39,1.06
1155,5mxk,3.39,1.93
1156,5os5,3.39,1.74
1157,6pic,3.39,2.03
1158,1bxr,3.4,2.1
1159,1f8d,3.4,1.4
1160,1hxk,3.4,1.5
1161,1ikt,3.4,1.75
1162,1il9,3.4,3.1
1163,1jt1,3.4,1.78
1164,1l83,3.4,1.7
1165,1m83,3.4,2.2
1166,1uz4,3.4,1.71
1167,1way,3.4,2.02
1168,220l,3.4,1.85
1169,223l,3.4,1.9
1170,2jbu,3.4,3
1171,2jqk,3.4,NMR
1172,2q8i,3.4,2.6
1173,2qcd,3.4,2.03
1174,2rnx,3.4,NMR
1175,3d8y,3.4,1.72
1176,3jzh,3.4,2.05
1177,3k26,3.4,1.58
1178,4abe,3.4,1.3
1179,5afl,3.4,2.35
1180,5o4t,3.4,1.5
1181,5qaw,3.4,2.2
1182,5qaz,3.4,2.2
1183,5uah,3.4,4.1
1184,6fg6,3.4,2.4
1185,6gzy,3.4,2.15
1186,6uhu,3.4,2.8
1187,2v2c,3.41,1.89
1188,3nba,3.41,2.68
1189,4yas,3.41,2
1190,6byk,3.41,3
1191,6ce8,3.41,1.55
1192,6m7i,3.41,1.7
1193,6pht,3.41,1.8
1194,1hyz,3.42,2.3
1195,2qtn,3.42,2.4
1196,2sim,3.42,1.6
1197,2w08,3.42,1.7
1198,3iob,3.42,1.8
1199,3kqp,3.42,2.4
1200,3muk,3.42,1.75
1201,3px9,3.42,1.89
1202,4c71,3.42,1.8
1203,4d8a,3.42,2.18
1204,4llj,3.42,1.56
1205,4mi9,3.42,1.85
1206,4n8q,3.42,2.08
1207,5i38,3.42,2.6
1208,5yij,3.42,3.18
1209,1kti,3.43,1.97
1210,1ywi,3.43,NMR
1211,2c57,3.43,3.1
1212,2wig,3.43,2.15
1213,2xog,3.43,1.72
1214,3axz,3.43,2.25
1215,3ms7,3.43,1.95
1216,4k67,3.43,2.7
1217,4kw6,3.43,3
1218,5aqv,3.43,1.75
1219,5ehg,3.43,2.02
1220,5osl,3.43,1.95
1221,2xp5,3.44,1.9
1222,3as2,3.44,1.8
1223,4b4n,3.44,1.81
1224,4umc,3.44,2.34
1225,5wi0,3.44,2.05
1226,6exs,3.44,2.5
1227,6mdq,3.44,2.15
1228,3nik,3.45,1.85
1229,4c6z,3.45,1.8
1230,5ory,3.45,1.99
1231,1moq,3.46,1.57
1232,1t48,3.46,2.2
1233,1wcc,3.46,2.2
1234,2wi2,3.46,2.09
1235,2wi3,3.46,1.9
1236,3blu,3.46,2
1237,3dla,3.46,2.35
1238,3muz,3.46,1.9
1239,3nil,3.46,1.75
1240,3nuy,3.46,2.1
1241,4bhf,3.46,2.05
1242,4gby,3.46,2.81
1243,4k5p,3.46,1.85
1244,4nrq,3.46,2.5
1245,4qp6,3.46,3.1
1246,4tz2,3.46,1.7
1247,5qal,3.46,1.95
1248,6hgr,3.46,1.52
1249,6phz,3.46,2
1250,6q4e,3.46,1.06
1251,3mtd,3.47,2.1
1252,3nf7,3.47,1.8
1253,3ta0,3.47,2.3
1254,4d2d,3.47,2.52
1255,4epy,3.47,1.8
1256,4h42,3.47,2.01
1257,5ai4,3.47,1.93
1258,5ma7,3.47,1.3
1259,6pvz,3.47,1.99
1260,1osv,3.48,2.5
1261,1tsi,3.48,2.84
1262,2c90,3.48,2.25
1263,2f10,3.48,2.9
1264,2p3i,3.48,1.75
1265,3d9m,3.48,1.75
1266,3g1d,3.48,1.5
1267,3gx0,3.48,2.3
1268,3nyd,3.48,1.23
1269,4k7n,3.48,2.3
1270,5eh7,3.48,1.43
1271,5fni,3.48,1.6
1272,5qaj,3.48,2
1273,5xg5,3.48,1.54
1274,5z9e,3.48,1.8
1275,5zlf,3.48,2.85
1276,1c5o,3.49,1.9
1277,1gzc,3.49,1.58
1278,1pzj,3.49,1.46
1279,1utn,3.49,1.15
1280,2ggx,3.49,1.9
1281,2qcf,3.49,1.22
1282,3d1v,3.49,2.7
1283,4avs,3.49,1.4
1284,4b5s,3.49,1.68
1285,4nyj,3.49,2.85
1286,5ak6,3.49,2.15
1287,5eok,3.49,2.8
1288,5fnd,3.49,2
1289,5i25,3.49,2.85
1290,5ybi,3.49,2.27
1291,6b0v,3.49,1.29
1292,6d9x,3.49,1.83
1293,6poi,3.49,1.77
1294,3fcl,3.5,1.7
1295,4i7p,3.5,1.6
1296,4n3w,3.5,1.9
1297,4wey,3.5,1.55
1298,6gbe,3.5,NMR
1299,1gz9,3.51,1.7
1300,2ohm,3.51,2.7
1301,2r0h,3.51,1.9
1302,3nus,3.51,2.75
1303,4lpf,3.51,2.3
1304,5aqt,3.51,1.9
1305,5cp9,3.51,1.9
1306,5dtt,3.51,2.1
1307,5h1u,3.51,1.9
1308,5m4q,3.51,1.73
1309,5mby,3.51,1.55
1310,5orx,3.51,1.88
1311,5qaf,3.51,2.15
1312,1imx,3.52,1.82
1313,1jys,3.52,1.9
1314,1o4d,3.52,1.85
1315,1o4f,3.52,2
1316,1ysg,3.52,NMR
1317,2fyv,3.52,1.9
1318,2j27,3.52,1.15
1319,2vw1,3.52,2.39
1320,3c14,3.52,2.68
1321,3lcu,3.52,2.1
1322,3mfw,3.52,1.47
1323,3qw6,3.52,1.6
1324,3tf7,3.52,2.75
1325,3zlv,3.52,2.5
1326,3zly,3.52,2.11
1327,4c70,3.52,1.75
1328,4eky,3.52,2.45
1329,4g93,3.52,4.2
1330,4hv7,3.52,1.87
1331,4mrz,3.52,1.58
1332,4oyo,3.52,1.75
1333,4y5i,3.52,1.4
1334,5mod,3.52,2.08
1335,5ok3,3.52,1.59
1336,5qa5,3.52,1.95
1337,5vfn,3.52,2.39
1338,6eji,3.52,2.3
1339,6g25,3.52,1.43
1340,2b4m,3.53,2.8
1341,2y67,3.53,1.85
1342,3avf,3.53,1.7
1343,3h06,3.53,2.8
1344,3nf6,3.53,1.9
1345,4eh3,3.53,2.4
1346,4nmr,3.53,1.55
1347,4orx,3.53,1.6
1348,4ory,3.53,1.8
1349,185l,3.54,1.8
1350,1vjd,3.54,1.9
1351,2jbv,3.54,1.86
1352,2o9v,3.54,1.63
1353,3blt,3.54,2.2
1354,3bm8,3.54,2.7
1355,3nf9,3.54,1.95
1356,3obq,3.54,1.4
1357,4gng,3.54,1.73
1358,5ggk,3.54,1.3
1359,5qaq,3.54,2.4
1360,5v2l,3.54,2.1
1361,6f5u,3.54,2.07
1362,1v2r,3.55,1.7
1363,2ay3,3.55,2.4
1364,2cle,3.55,1.5
1365,2clf,3.55,1.7
1366,2clm,3.55,1.51
1367,2hwg,3.55,2.7
1368,2n7b,3.55,NMR
1369,2qwc,3.55,1.6
1370,2xah,3.55,3.1
1371,3pjg,3.55,2.7
1372,3qvu,3.55,2.5
1373,4aji,3.55,1.93
1374,4k3m,3.55,1.85
1375,4mjr,3.55,1.62
1376,4n98,3.55,1.7
1377,4nym,3.55,3.55
1378,5av0,3.55,1.85
1379,5btx,3.55,2.1
1380,5dts,3.55,1.94
1381,5dva,3.55,2.5
1382,5fpk,3.55,1.34
1383,5l8t,3.55,1.85
1384,5vkm,3.55,2.2
1385,6fn9,3.55,2.27
1386,6knh,3.55,1.76
1387,2hrm,3.56,1.7
1388,2lsp,3.56,NMR
1389,2ycm,3.56,1.8
1390,4joe,3.56,1.14
1391,6ccl,3.56,1.77
1392,1h46,3.57,1.52
1393,1jwm,3.57,2.7
1394,1np0,3.57,2.5
1395,2l1r,3.57,NMR
1396,2rly,3.57,NMR
1397,3ej5,3.57,2.5
1398,3ff3,3.57,1.37
1399,4abg,3.57,1.52
1400,4ck3,3.57,1.79
1401,4ibb,3.57,1.75
1402,4q8x,3.57,1.55
1403,4xm7,3.57,2.7
1404,5a7b,3.57,1.4
1405,5csh,3.57,1.59
1406,5enf,3.57,1.37
1407,5jz9,3.57,2.68
1408,5wpb,3.57,1.55
1409,1vjc,3.58,2.1
1410,3dx1,3.58,1.21
1411,4g19,3.58,2
1412,4y63,3.58,1.3
1413,5q1g,3.58,2
1414,5ual,3.58,3.89
1415,6gjm,3.58,1.35
1416,1gww,3.59,1.8
1417,1nli,3.59,1.93
1418,2gsu,3.59,2
1419,2nn8,3.59,1.35
1420,2pgj,3.59,1.71
1421,2pgl,3.59,1.76
1422,3sl1,3.59,1.9
1423,3x1k,3.59,2.55
1424,4cd6,3.59,1.64
1425,4cjq,3.59,1.7
1426,4k3r,3.59,1.86
1427,4q7v,3.59,1.6
1428,5mxf,3.59,1.9
1429,6dpz,3.59,1.5
1430,6egs,3.59,2.7
1431,6p8a,3.59,1.8
1432,6pg4,3.59,1.6
1433,1bo5,3.6,3.2
1434,1d1p,3.6,2.2
1435,1d7i,3.6,1.9
1436,1qw7,3.6,1.9
1437,1uys,3.6,2.8
1438,1w31,3.6,1.9
1439,1zd4,3.6,2.7
1440,2bgr,3.6,2
1441,2fzk,3.6,2.5
1442,2oq6,3.6,2
1443,2q6h,3.6,1.85
1444,2qch,3.6,1.95
1445,2qpu,3.6,1.7
1446,2wp1,3.6,2.1
1447,2xdk,3.6,1.97
1448,2y68,3.6,1.49
1449,3afk,3.6,1.95
1450,3b3x,3.6,2.5
1451,3bb1,3.6,2.8
1452,3g0i,3.6,2.1
1453,3jdw,3.6,2.4
1454,3kn0,3.6,1.9
1455,3m3o,3.6,2.1
1456,3pke,3.6,1.6
1457,3t2p,3.6,2.6
1458,4b3b,3.6,1.19
1459,4c1y,3.6,2.23
1460,4meo,3.6,1.72
1461,4meq,3.6,1.77
1462,5dqf,3.6,2.15
1463,5lvr,3.6,2.05
1464,5qac,3.6,2
1465,5ujv,3.6,2.7
1466,5y97,3.6,3.05
1467,6ahi,3.6,1.9
1468,6gx3,3.6,2.1
1469,8gpb,3.6,2.2
1470,1g9s,3.61,2.8
1471,2kff,3.61,NMR
1472,2l98,3.61,NMR
1473,2vfz,3.61,2.4
1474,3ftu,3.61,1.9
1475,3jzj,3.61,1.4
1476,3sk2,3.61,1.01
1477,4a4c,3.61,2.7
1478,4ln2,3.61,1
1479,4qp1,3.61,2.7
1480,5c91,3.61,2.44
1481,5lud,3.61,1.25
1482,5oqu,3.61,2.32
1483,5thi,3.61,1.5
1484,6beb,3.61,2.55
1485,6mmc,3.61,1.42
1486,1pb9,3.62,1.6
1487,3pcc,3.62,1.98
1488,3st6,3.62,1.75
1489,3udj,3.62,1.8
1490,4bkt,3.62,2.35
1491,4fxj,3.62,2.9
1492,4nrc,3.62,1.86
1493,4rrf,3.62,1.7
1494,4wy3,3.62,1.89
1495,4yym,3.62,1.5
1496,5qae,3.62,2.1
1497,5qao,3.62,2
1498,6mll,3.62,1.86
1499,6mmq,3.62,2.02
1500,6pge,3.62,1.76
1501,3fuj,3.63,1.9
1502,3jpx,3.63,2.05
1503,3rxm,3.63,1.7
1504,4mm7,3.63,2.85
1505,5dqe,3.63,2.18
1506,5ork,3.63,2.14
1507,1gyy,3.64,1.35
1508,1j5i,3.64,NMR
1509,2azr,3.64,2
1510,2pem,3.64,2.95
1511,2qwg,3.64,1.8
1512,2rk8,3.64,2
1513,3px8,3.64,1.29
1514,4bdi,3.64,2.32
1515,4gui,3.64,1.78
1516,4iuo,3.64,1.8
1517,5hog,3.64,3.09
1518,5qa9,3.64,1.9
1519,6ccs,3.64,2.06
1520,6g28,3.64,1.23
1521,1b9v,3.65,2.35
1522,3vws,3.65,2.1
1523,4agl,3.65,1.7
1524,4y4v,3.65,2.04
1525,5aqk,3.65,2.09
1526,5o1s,3.65,1.9
1527,5qab,3.65,2.15
1528,5yum,3.65,2.43
1529,6gg5,3.65,3.2
1530,6v5l,3.65,NMR
1531,1l6y,3.66,1.9
1532,2qv7,3.66,2.3
1533,2rny,3.66,NMR
1534,2v00,3.66,1.55
1535,3buh,3.66,2.3
1536,3ex6,3.66,1.3
1537,3iny,3.66,2.75
1538,3oy8,3.66,2.19
1539,3pcn,3.66,2.4
1540,3t2q,3.66,2.4
1541,3tsd,3.66,2.65
1542,4aia,3.66,1.8
1543,4fl2,3.66,2.19
1544,5b6c,3.66,1.55
1545,5ggn,3.66,1.21
1546,5kh7,3.66,1.7
1547,5m17,3.66,1.03
1548,5nzn,3.66,1.73
1549,5qak,3.66,1.9
1550,6cq1,3.66,1.7
1551,6dyr,3.66,2.45
1552,2bve,3.67,2.2
1553,3fts,3.67,2.33
1554,3h2m,3.67,2.31
1555,3h2n,3.67,2.4
1556,4cig,3.67,1.7
1557,4ibd,3.67,1.84
1558,4lnp,3.67,1.41
1559,4mww,3.67,1.9
1560,4n99,3.67,2.3
1561,5er5,3.67,1.26
1562,5fog,3.67,2.3
1563,5fol,3.67,1.77
1564,5vdq,3.67,3.25
1565,6fzu,3.67,1.8
1566,6mlh,3.67,1.65
1567,1c3x,3.68,2.4
1568,1qsc,3.68,2.4
1569,2x6x,3.68,1.48
1570,2za3,3.68,2.65
1571,3ioc,3.68,2.5
1572,3isj,3.68,2.2
1573,3uwl,3.68,2.07
1574,4aje,3.68,2.35
1575,4io7,3.68,1.92
1576,4isu,3.68,2.3
1577,4mx1,3.68,1.59
1578,4oru,3.68,1.55
1579,5f3t,3.68,2.05
1580,5wxo,3.68,1.64
1581,6cfc,3.68,2.04
1582,1l2z,3.69,NMR
1583,2a8g,3.69,1.99
1584,3clp,3.69,2
1585,3d7b,3.69,1.6
1586,4gwi,3.69,1.6
1587,4ovg,3.69,1.9
1588,4tte,3.69,1.8
1589,5ai0,3.69,1.75
1590,5dkn,3.69,1.53
1591,5os7,3.69,1.66
1592,6fdu,3.69,2.3
1593,6gg4,3.69,2.46
1594,6gmd,3.69,1.66
1595,6ipm,3.69,1.72
1596,6njh,3.69,2.15
1597,1bcj,3.7,2.1
1598,1.00E+37,3.7,1.75
1599,1fwu,3.7,1.9
1600,1gz3,3.7,2.3
1601,1gz4,3.7,2.2
1602,1h0r,3.7,2.1
1603,1i43,3.7,3.1
1604,1loq,3.7,1.5
1605,1pdz,3.7,2.2
1606,1uy6,3.7,1.9
1607,1uy7,3.7,1.9
1608,1uyd,3.7,2
1609,1uye,3.7,2
1610,1w70,3.7,1.46
1611,1wht,3.7,2
1612,2bjm,3.7,2.15
1613,2bmz,3.7,2.4
1614,2bvr,3.7,1.25
1615,2fx6,3.7,1.57
1616,3ex2,3.7,1.55
1617,3ful,3.7,2.39
1618,3kd7,3.7,2.85
1619,3l59,3.7,2
1620,3mrt,3.7,1.98
1621,3n7a,3.7,2
1622,3zlw,3.7,2.12
1623,4ayt,3.7,2.85
1624,4ayx,3.7,2.9
1625,4b2d,3.7,2.3
1626,4kza,3.7,1.6
1627,4l7h,3.7,1.85
1628,4l7j,3.7,1.65
1629,4o4k,3.7,2.1
1630,4pji,3.7,2.5
1631,5c6o,3.7,3
1632,5c6p,3.7,3
1633,5c87,3.7,1.55
1634,5dy7,3.7,1.69
1635,5dya,3.7,1.65
1636,5em3,3.7,1.4
1637,5eva,3.7,1.45
1638,5ewd,3.7,1.58
1639,5g43,3.7,2.58
1640,5hn0,3.7,2.05
1641,5j41,3.7,1.19
1642,5jer,3.7,2.91
1643,5qag,3.7,2.3
1644,5vdu,3.7,2.73
1645,5vdv,3.7,3
1646,5vdw,3.7,2.71
1647,6chm,3.7,2.28
1648,6gjj,3.7,1.38
1649,6mlp,3.7,1.49
1650,6pg6,3.7,1.68
1651,6prg,3.7,2.35
1652,2vfk,3.71,1.5
1653,3fj7,3.71,1.7
1654,3g32,3.71,1.31
1655,3wkc,3.71,2.2
1656,4k5m,3.71,1.75
1657,4mjq,3.71,1.73
1658,6frj,3.71,1.4
1659,6mnp,3.71,2.2
1660,1ai5,3.72,2.36
1661,1fwv,3.72,2.2
1662,1grp,3.72,2.5
1663,1ugy,3.72,2.4
1664,2am4,3.72,1.7
1665,2h9p,3.72,1.91
1666,2r23,3.72,1.65
1667,2yde,3.72,2.28
1668,3f5l,3.72,1.37
1669,3ms2,3.72,2.1
1670,3q6z,3.72,2.23
1671,4jog,3.72,1.47
1672,4tk1,3.72,2.7
1673,4tk2,3.72,4.1
1674,4tln,3.72,2.3
1675,4ufm,3.72,2.4
1676,5enh,3.72,1.95
1677,5qas,3.72,1.9
1678,6d1h,3.72,1.25
1679,6qtq,3.72,1.3
1680,1b2m,3.73,2
1681,2vta,3.73,2
1682,3ati,3.73,1.71
1683,3fjg,3.73,2.2
1684,3h91,3.73,1.5
1685,3rxd,3.73,1.7
1686,4fz3,3.73,2.1
1687,4y5s,3.73,2.54
1688,6g46,3.73,2.4
1689,6iou,3.73,2.1
1690,1f5k,3.74,1.8
1691,1ihy,3.74,3
1692,1oh4,3.74,1.35
1693,2dwx,3.74,2.55
1694,2wq5,3.74,1.65
1695,2xp4,3.74,1.8
1696,3kpv,3.74,2.4
1697,3mrv,3.74,1.94
1698,3v30,3.74,1.57
1699,4bv2,3.74,3.3
1700,4pre,3.74,1.65
1701,4yk0,3.74,1.65
1702,4yux,3.74,1.6
1703,5a7c,3.74,1.9
1704,5khj,3.74,2.01
1705,6cef,3.74,1.8
1706,6gjr,3.74,1.69
1707,6gxu,3.74,1.92
1708,6mlw,3.74,1.9
1709,2iyf,3.75,1.7
1710,2pyi,3.75,1.88
1711,3d6p,3.75,1.6
1712,3gep,3.75,2.6
1713,4kov,3.75,1.6
1714,5l4h,3.75,3.3
1715,5ldo,3.75,2.75
1716,2x09,3.76,2.4
1717,3d6q,3.76,1.6
1718,4c6x,3.76,1.95
1719,4tu4,3.76,1.73
1720,4w52,3.76,1.5
1721,5jid,3.76,1.2
1722,5qa6,3.76,1.95
1723,5x9h,3.76,3.6
1724,6bhh,3.76,1.85
1725,1kui,3.77,1.5
1726,1mpl,3.77,1.12
1727,2uuo,3.77,2.5
1728,2v2h,3.77,1.18
1729,2xaj,3.77,3.3
1730,2y9g,3.77,1.67
1731,3ao2,3.77,1.8
1732,3fum,3.77,2.15
1733,3hav,3.77,2.45
1734,3kqm,3.77,2.4
1735,3nuu,3.77,1.98
1736,3s0j,3.77,2
1737,3vi2,3.77,2.1
1738,3wkd,3.77,2.48
1739,4j86,3.77,1.48
1740,4k8o,3.77,2.65
1741,4q46,3.77,1.8
1742,4w5a,3.77,2.6
1743,5ewh,3.77,1.63
1744,5h7h,3.77,1.95
1745,5n7b,3.77,1.7
1746,5orr,3.77,2.09
1747,5qa4,3.77,1.95
1748,5qa8,3.77,2.5
1749,5qad,3.77,1.75
1750,5qar,3.77,2.1
1751,5v8o,3.77,3.1
1752,6euc,3.77,2.22
1753,6ewk,3.77,2.22
1754,6fuh,3.77,1.37
1755,6hgs,3.77,1.55
1756,6qmd,3.77,1.94
1757,3nq3,3.78,1.9
1758,3qi3,3.78,2.3
1759,4dhm,3.78,1.7
1760,4klv,3.78,1.3
1761,4tnw,3.78,3.2
1762,5aqf,3.78,1.88
1763,6g0v,3.78,1.09
1764,1wbv,3.79,2
1765,2clk,3.79,1.5
1766,2xtk,3.79,2
1767,4xqb,3.79,1.6
1768,5etf,3.79,2.4
1769,5mos,3.79,0.96
1770,6g2a,3.79,1.8
1771,1kug,3.8,1.37
1772,1li6,3.8,2
1773,1nje,3.8,2.3
1774,1ybo,3.8,2.3
1775,2ggd,3.8,1.7
1776,2hb1,3.8,2
1777,3as3,3.8,2.4
1778,3nfk,3.8,1.43
1779,3q2m,3.8,2.9
1780,3t09,3.8,1.75
1781,3vv6,3.8,2.05
1782,3zlx,3.8,2.2
1783,4ajl,3.8,1.77
1784,4odk,3.8,1.4
1785,4umr,3.8,3
1786,4yb7,3.8,2.2
1787,5aib,3.8,1.95
1788,5ech,3.8,2.14
1789,5eci,3.8,1.56
1790,5h1t,3.8,1.95
1791,5lg3,3.8,3.57
1792,5qax,3.8,2.31
1793,5qb0,3.8,1.95
1794,5uf0,3.8,1.35
1795,6bnh,3.8,NMR
1796,6g2b,3.8,1.61
1797,6pi1,3.8,1.7
1798,1mxl,3.81,NMR
1799,2hu6,3.81,1.32
1800,2jup,3.81,NMR
1801,2o9a,3.81,1.8
1802,2ou7,3.81,2.4
1803,3ai8,3.81,2.11
1804,3lce,3.81,2
1805,4q9s,3.81,2.07
1806,5wbf,3.81,2.19
1807,6irt,3.81,3.5
1808,1hn4,3.82,1.5
1809,2gfj,3.82,1.8
1810,3g2h,3.82,2.03
1811,3sgt,3.82,1.85
1812,3tiz,3.82,2.02
1813,3ud5,3.82,2
1814,4aba,3.82,1.25
1815,4bks,3.82,2.2
1816,4egi,3.82,1.79
1817,4fl3,3.82,1.9
1818,4keq,3.82,2.28
1819,4mmm,3.82,1.47
1820,4y2t,3.82,2.4
1821,5d7e,3.82,1.9
1822,5qai,3.82,1.9
1823,5vfm,3.82,2.06
1824,6e1z,3.82,1.1
1825,6ipl,3.82,1.64
1826,6mt4,3.82,1.55
1827,1r0x,3.83,2.2
1828,1r10,3.83,3
1829,1yhm,3.83,2.5
1830,2osf,3.83,1.6
1831,4ozo,3.83,2.6
1832,6f5w,3.83,1.91
1833,1bky,3.84,2
1834,1j15,3.84,2
1835,1j16,3.84,1.6
1836,1utj,3.84,1.83
1837,2k4i,3.84,NMR
1838,3ck8,3.84,2.1
1839,3lzz,3.84,2.5
1840,3ril,3.84,2.4
1841,4bt9,3.84,1.9
1842,4ce2,3.84,2.38
1843,4d9p,3.84,2.26
1844,4kv9,3.84,1.93
1845,5acw,3.84,1.8
1846,5mnn,3.84,0.86
1847,5mno,3.84,0.96
1848,5mo2,3.84,1.5
1849,5qah,3.84,1.95
1850,6eks,3.84,1.87
1851,1n1t,3.85,1.6
1852,1n1v,3.85,2.1
1853,1sre,3.85,1.78
1854,1vcu,3.85,2.85
1855,2ncz,3.85,NMR
1856,2vhq,3.85,2.15
1857,2wzs,3.85,2.25
1858,2yb0,3.85,2.28
1859,3kqo,3.85,2.4
1860,3mv0,3.85,2.2
1861,3wq5,3.85,1.8
1862,4ivk,3.85,1.8
1863,4kiu,3.85,2.4
1864,5btv,3.85,1.7
1865,5dhp,3.85,2.27
1866,5qat,3.85,1.9
1867,5tha,3.85,1.8
1868,5wkh,3.85,3.2
1869,6czd,3.85,2.4
1870,6ovz,3.85,2.02
1871,6pg8,3.85,1.67
